Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ನೀರಿನ ಟ್ಯಾಂಕ್‌ನಿಂದ ಚಾವಟ್ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ, ಬೆನ್ನಾಲಿ ಗ್ರಾಮ, ಬೆಳಗಾವಿಯ ಒಳಚರಂಡಿ ದುರಸ್ತಿ ಕಾರ್ಯವನ್ನು ಮಾಡಲಾಗಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಬೆಳಗಾವಿ ತಾಲೂಕಿನ ಹೊನಗಾ ಗ್ರಾಮ ಪಂಚಾಯತಿಯ ಹೊಂಗ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 45000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹಿರೇಕೆರೂರು ತಾಲೂಕಿನ ಪರ್ವತಸಿದ್ದಗೇರಿ ಗ್ರಾಮದಲ್ಲಿ TFC180518 ಹೊಸ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು.(ಚಾನೆಲ್ ಬ್ಯಾಂಕ್ ಹತ್ತಿರ) ರಟ್ಟೀಹಳ್ಳಿ ಮುಖ್ಯರಸ್ತೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ಹಿರೇಕೆರೂರು ತಾಲೂಕಿನ ಕಣವಿಸಿದ್ದಗೇರಿ ಗ್ರಾಮ ಪಂಚಾಯತ್ ವ್ಯಾಪ್ತಿಯ ಪರ್ವತಸಿದ್ದಗೇರಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 95000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬಿದರಳ್ಳಿ ಗ್ರಾಮದ ಅಂಗನವಾಡಿಗೆ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಕೊಳ್ಳೇಗಾಲ ತಾಲೂಕಿನ ಮಾರ್ತಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬಿದರಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 65000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸೇಡಂ ತಾಲೂಕಿನ ಮುಂಕನಪಲ್ಲಿ ಗ್ರಾಮದ ಶಾಲೆಗೆ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಸೇಡಂ ತಾಲೂಕಿನ ಜಾಕನಪಲ್ಲಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮುನಕನಪಲ್ಲಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 150000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಅಫಜಲಪುರ ತಾಲೂಕಿನ ಅಳ್ಳಗಿ ಬಿ ಗ್ರಾಮಕ್ಕೆ ಅಪ್ರೋಚ್ ರಸ್ತೆ ನಿರ್ವಹಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಅಫಜಲಪುರ ತಾಲೂಕಿನ ಅಳ್ಳೋಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಅಳ್ಳೋಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಪಾಕಳದಲ್ಲಿ 79 ಮನೆಗಳಿಗೆ FHTC ಗಳನ್ನು ಒದಗಿಸುವುದು, ಕೆದಿಂಜೆ ಗ್ರಾಮದ ದಡ್ಡು ಆವಾಸಸ್ಥಾನವನ್ನು SVS ಗೆ ಕೆದಿಂಜೆ ಗ್ರಾಮಕ್ಕೆ ಹೆಚ್ಚಿಸುವ ಮೂಲಕ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಉಡುಪಿ ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ನಂದಳಿಕೆ ಗ್ರಾಮ ಪಂಚಾಯತ್ ನ ನಂದಳಿಕೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ವರ್ಕ್ ಆರ್ಡರ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಕುಂದಾಪುರ ತಾಲೂಕಿನ ಕಾಳಾವರ ಗ್ರಾ.ಪಂ.ನ ಕೊರ್ಗಿ ಗ್ರಾಮದ ಕಾಡಿನಬೆಟ್ಟುವಿಗೆ ಎಂ.ಡಬ್ಲ್ಯೂಎಸ್ ಎಂಬ ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಉಡುಪಿ ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ಕೊರ್ಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕೊರ್ಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸಿಸಿ ರಸ್ತೆ ಮತ್ತು ಚರಂಡಿ ಹಳ್ಳಿಖೇಡ್ ಕೆ ಗ್ರಾಮ ಹುಮ್ನಾಬಾದ್ ಟಿಕ್ಯೂ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಹುಮನಾಬಾದ್ ತಾಲೂಕಿನ ಬೆಲ್ಕೇರಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮದ್ಗೋಳ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1000000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಲಿಂಗಸುಗೂರು ತಾಲೂಕಿನ ಅಮರೇಶ್ವರ ದೇವಸ್ಥಾನದ ಪ್ರದೇಶದಲ್ಲಿ 3 ನಂಬರ್ ಹೊಸ ಬೋರ್‌ವೆಲ್ ಮುಳುಗಡೆ ಮತ್ತು ಹ್ಯಾಂಡ್ ಪಂಪ್ ಪ್ಲಾಟ್‌ಫಾರ್ಮ್ ಫಿಕ್ಸಿಂಗ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಲಿಂಗಸುಗೂರು ತಾಲೂಕಿನ ದೇವರಭೂಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ದೇವರಭೂಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಶಹಾಪುರ Tq ನಲ್ಲಿನ ಇಬ್ರಾಹಿಂಪುರ ಗ್ರಾಮದಲ್ಲಿ 165m.m ಡಯಾ ಬೋರ್‌ವೆಲ್ ಮತ್ತು ಫಿಕ್ಸಿಂಗ್ HP ಸೆಟ್‌ನ ಮುಳುಗುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಶಹಪುರ ತಾಲೂಕಿನ ಇಬ್ರಾಹಿಂಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಇಬ್ರಾಹಿಂಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಡೊಂಗಾಪುರ ಗ್ರಾಮದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಬಾಳೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಡೊಂಗರಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 93000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಖಟಕಚಿಂಚೋಳಿ ಗ್ರಾಮದ ಮಲ್ಲಿಕಾರ್ಜುನ ವಾಲ್ಸಾನೆ ಮನೆ ಬಳಿ BW ಗೆ ಸಿಂಗಲ್ ಫೇಸ್ ಮೋಟಾರ್ ಪೈಪ್ ಕೇಬಲ್ ಖರೀದಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಖಟಕಚಿಂಚೋಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಖಟಕಚಿಂಚೋಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹೊಕ್ರಾಣಿ ಗ್ರಾಮದಲ್ಲಿ PWSS ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಮಾನ್ವಿ ತಾಲೂಕಿನ ಗಣ ದಿನ್ನಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹೊಕ್ರಾಣಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ವರ್ಕ್ ಆರ್ಡರ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ಬಂಗಾರಪೇಟೆ ತಾಲೂಕಿನ ಗುಲ್ಲಹಳ್ಳಿ ಜಿ.ಪಿ.ಯ ಗುಲ್ಲಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್‌ವೆಲ್‌ ಕೊರೆಯುವುದು ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕೋಲಾರ ಜಿಲ್ಲೆಯ ಬಂಗಾರಪೇಟೆ ತಾಲೂಕಿನ ಗುಲ್ಲಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಗುಲ್ಲಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 550000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ತುಳಶಿರಾಮ್ ಜಾಧವ್ ಹೌಡೆಯಿಂದ ಪರಶುರಾಮ್ ಜಾಧವ್ ಅಂತ ಸೋಪಾನ್ ಮುದಾಳೆ ಮನೆಯಿಂದ ಚಂದೋರಿ ಗ್ರಾಮದ ದಯಾನಂದ ಮುದಾಲೆ ಮನೆಗೆ ಪೈಪ್ ಲೈನ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಕಮಲನಗರ ತಾಲೂಕಿನ ಚಂದೂರಿ ಗ್ರಾಮ ಪಂಚಾಯತಿಯ ಚಾಂದೋರಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 30000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಮಳವಳ್ಳಿ ತಾಲೂಕಿನ ತಿಗಡಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ 125HH ಗೆ MVS ಮೂಲಕ BGPಪುರ ಮತ್ತು ಇತರ 56ಗ್ರಾಮಗಳಿಗೆ(68LPCD) FHTC ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಮಳವಳ್ಳಿ ತಾಲೂಕಿನ ಕುಂದೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ತಿಗದಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 4100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಚಳ್ಳಕೆರೆ ತಾಲೂಕಿನ ಮಲ್ಲೂರಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಕಂಪ್ಲಿಸಾಗರ ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್‌ವೆಲ್‌ ಮುಳುಗಡೆಯಾಗಿದೆ ಎಂದು ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿತ್ರದುರ್ಗ ಜಿಲ್ಲೆಯ ಚಳ್ಳಕೆರೆ ತಾಲೂಕಿನ ಮಲ್ಲೂರಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮಲ್ಲೂರಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ನಂಜನಗೂಡು ತಾಲೂಕಿನ ಹಳ್ಳಿಕೆರೆಹುಂಡಿ ಗ್ರಾಮದ ಅಂಗನವಾಡಿಗೆ ಕುಡಿಯುವ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮೈಸೂರು ಜಿಲ್ಲೆಯ ನಂಜನಗೂಡು ತಾಲೂಕಿನ ಮರಳೂರು ಗ್ರಾಮ ಪಂಚಾಯತ್ ವ್ಯಾಪ್ತಿಯ ಮರಳೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಸೇವಾ ನಗರ ಗ್ರಾಮದಲ್ಲಿರುವ ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ದುರಸ್ತಿಗೆ ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಧನೂರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಸೇವಾ ನಗರದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚನ್ನರಾಯಪಟ್ಟಣ ತಾಲೂಕಿನ ಚಾಮರಾಜಪುರ ಗ್ರಾಮದಲ್ಲಿ ಜಿಇಎನ್ ಪೈಪ್‌ಲೈನ್ ವಿಸ್ತರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾಸನ ಜಿಲ್ಲೆಯ ಚನ್ನರಾಯಪಟ್ಟಣ ತಾಲೂಕಿನ ಬೈದರಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಚಾಮರಾಜಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""Mws ಪುನರುಜ್ಜೀವನ ಬಸವಮಟ್ಟಿಕೆರೆ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ತುಮಕೂರು ಜಿಲ್ಲೆಯ ಕುಣಿಗಲ್ ತಾಲೂಕಿನ ಕಗ್ಗೆರೆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬಸವನಮತ್ತಿಕೆರೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
