Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಔರಾದ್ ತಾಲೂಕಿನ ದುಡುಕನಾಳ್ ಗ್ರಾಮದ ದಶರಥ್ ಹೌಸ್ ಬಳಿ ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಬೋರ್ ವೆಲ್ ಗೆ 3 ಹಂತದ ಮೋಟಾರ್, ಕೇಬಲ್, ಪೈಪ್ ಮತ್ತು ಅಕ್ಸೆಸೋರಿಸ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಬಡಲಗಾಂವ್ ಗ್ರಾಮದ ದುದಕನಾಳದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಾಳೇಗೌಡನಕೊಪ್ಪಲು ಗ್ರಾಮದಲ್ಲಿ ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ PWS ಯೋಜನೆಯ CAP ಪುನರುಜ್ಜೀವನ. 2018 19"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮೈಸೂರು ಜಿಲ್ಲೆಯ ಹುಣಸೂರು ತಾಲೂಕಿನ ಮರಡೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಾಳೇಗೌಡನಕೊಪ್ಪಲು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ತಾಳಗುಂದ ಗ್ರಾಮದಲ್ಲಿ ಪೈಪ್‌ಲೈನ್ ವಿಸ್ತರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ತುಮಕೂರು ಜಿಲ್ಲೆಯ ಸಿರಾ ತಾಲೂಕಿನ ತಾಳಗುಂದ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ತಾಳಗುಂದ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 187000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಶೋರಾಪುರ ತಾಲೂಕು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಬುಯಿಹಾಳ್ ಗ್ರಾಮದ ಎಸ್‌ಸಿ ವಾರ್ಡ್‌ನಲ್ಲಿರುವ ಯಮನವ್ವ ಮನೆಯ ಬಳಿ ಕುಡಿಯುವ ನೀರಿನ ಪೈಪ್‌ಲೈನ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಸುರಪುರ ತಾಲೂಕಿನ ಹಗರಟಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬೂದಿನಾಳ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 70000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಾಖಂಡಕಿ ಗ್ರಾಮದ ವಾಡೆ ವಸ್ತಿಯಲ್ಲಿ (ಬಬಲೇಶ್ವರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಯ ಹತ್ತಿರ) ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ವಿಜಯಪುರ ಜಿಲ್ಲೆಯ ವಿಜಯಪುರ ತಾಲೂಕಿನ ಕಾಖಂಡಕಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಾಖಂಡಕಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 120000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಜಗಳೂರು ತಾಲೂಕಿನ ಜಿಎಲ್‌ಪಿಎಸ್ ನಿಬಗೂರು ಗ್ರಾಮಕ್ಕೆ ನೀರು ಸರಬರಾಜು ಸೌಲಭ್ಯವನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಜಗಳೂರು ತಾಲೂಕಿನ ಬಿದರಕೆರೆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ನಿಬಗೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 20000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಇಂಡಿ ತಾಲೂಕಿನಲ್ಲಿ WSS ನಿಂದ ನಿವರಗಿ ಮತ್ತು ಇತರೆ 3 ಗ್ರಾಮಗಳಿಗೆ (WPP to MBT) ಸೋಲಾರ್ ಪಂಪ್‌ಗಳ ಅಳವಡಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ವಿಜಯಪುರ ಜಿಲ್ಲೆಯ ಇಂಡಿ ತಾಲೂಕಿನ ತಡವಲಗಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ತಡವಲಗಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1000000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಮಾನ್ವಿ ತಾಲೂಕಿನ ಎಂ ರಾಮಲದಿನ್ನಿ ಗ್ರಾಮದಲ್ಲಿ ಪೈಪ್‌ಲೈನ್ ವಿಸ್ತರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಮಾನ್ವಿ ತಾಲೂಕಿನ ಹಾಲಾಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಎಂ ರಾಮಲದಿನ್ನಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""SCP Provid Inst ಮತ್ತು Comm ಸಂಪೂರ್ಣ ಸ್ವಯಂಚಾಲಿತ 1000LPH WPP ROPLUS UF ಜೊತೆಗೆ O ಮತ್ತು M ಜೊತೆಗೆ ಅರಕಲಗೂಡು ತಾಲೂಕಿನ ಚಿಕ್ಕಹಳ್ಳಿ GP ಯ ಹಿರೇಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾಸನ ಜಿಲ್ಲೆಯ ಅರಕಲಗೂಡು ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಚಿಕ್ಕಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಜೋಲ್ಡಪಕ ಗ್ರಾಮದ HRPS ಗೆ ಶಾಲಾ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಜೋಳದಬಕಾ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಜೋಳದಪಕ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹಾವೇರಿ ತಾಲೂಕಿನ ನಾಗನೂರು ಗ್ರಾಮದಲ್ಲಿ TFC190316 ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ಹಾವೇರಿ ತಾಲೂಕಿನ ನಾಗನೂರು ಗ್ರಾಮ ಪಂಚಾಯತ್ ನ ನಾಗನೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 94000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಸ್‌ಡಿಪಿ ರಿವೈವಲ್ ಆಫ್ ಎಂಡಬ್ಲ್ಯೂಎಸ್ ಟು ಚಿಂಪುಗಾನಹಳ್ಳಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ತುಮಕೂರು ಜಿಲ್ಲೆಯ ಕೊರಟಗೆರೆ ತಾಲೂಕಿನ ಕ್ಯಾಮೇನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬುಡಮಾರನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 160000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹಾವೇರಿ ಜಿಲ್ಲೆ (SDP) ಸವಣೂರು ತಾಲೂಕಿನ ಸೇವಾಲಾಲಪುರ ಗ್ರಾಮದಲ್ಲಿ (ಅಂಬೇಡ್ಕರ್ ಭವನದ ಬಳಿ ತಂಶೆಪ್ಪ ಲಮಾಣಿ ಜಮೀನು) ಹೊಸ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ಸವಣೂರು ತಾಲೂಕಿನ ಶಿರಬಡಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಶೇವಲಾಲಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 92000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ವಿಜಯಪುರ ಜಿಲ್ಲೆಯ ವಿಜಯಪುರ ತಾಲೂಕಿನ ಹುಣಶ್ಯಾಳ ಗ್ರಾಮದ ಹುಣಶ್ಯಾಲ್ ಆವಾಸಸ್ಥಾನದಲ್ಲಿ 87 ಎಫ್‌ಹೆಚ್‌ಟಿಸಿಗಳನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ವಿಜಯಪುರ ಜಿಲ್ಲೆಯ ವಿಜಯಪುರ ತಾಲೂಕಿನ ನಾಗಠಾಣ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ನಾಗಠಾಣ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 2150000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಔರಾದ್ (ಬಿ) ತಾಲೂಕಿನ ಕಿಶನ್ ನಾಯ್ಕ್ ತಾಂಡಾ (ಹೊಕ್ರಾಣ) ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಹೊಕ್ರಾಣ ಗ್ರಾಮದ ಹೊಕ್ರಾಣದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 80000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬೆಂಗಳೂರು ಉತ್ತರ ತಾಲೂಕಿನ ಮಲ್ಲಸಂದ್ರ ಗ್ರಾಮದ ಸೋದೆಕೊಪ್ಪ ಜಿಪಿಯಲ್ಲಿ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು ಮತ್ತು ಪ್ಯಾನಲ್ ಬೋರ್ಡ್ ಒದಗಿಸುವುದು, ಪಂಪ್ ಮೋಟಾರ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ಸೊಂಡೆಕೊಪ್ಪ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಸೊಂಡೆಕೊಪ್ಪ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬೈಲಹಳ್ಳಿ ಕೆ ನಲ್ಲಿ ವಾಲ್ವ್ ಚೇಂಬರ್ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಭಾಲ್ಕಿ ತಾಲೂಕಿನ ಬೈಲಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬೈಲಹಳ್ಳಿ (ಕೆ) ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 15000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ನಾಗಮಂಗಲ ತಾಲೂಕಿನ ಮಾಸಗೋನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿರುವ ಎಸ್‌ಡಿಪಿ ಬೋರ್‌ವೆಲ್‌ನಿಂದ ಎಂಡಬ್ಲ್ಯೂಎಸ್ ಯೋಜನೆಗೆ ಸಿಂಕಿಂಗ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ನಾಗಮಂಗಲ ತಾಲೂಕಿನ ದೊಡ್ಡಬಾಳ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಮಾಸಗೋನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸೊನ್ನಪ್ಪನಹಳ್ಳಿ ಗ್ರಾಮ, ಸೊನ್ನಪ್ಪನಹಳ್ಳಿ GP, ಬೆಂಗಳೂರು ಉತ್ತರ Tq ನಲ್ಲಿ ಬೋರ್‌ವೆಲ್‌ನ PWS ಕೊರೆಯುವಿಕೆಯ ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಬೆಂಗಳೂರು ಉತ್ತರ ತಾಲ್ಲೂಕಿನ ಸೊನ್ನಪ್ಪನ ಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯತಿಯ ಸೊನ್ನಪ್ಪನ ಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 350000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬಸವಕಲ್ಯಾಣ ತಾಲೂಕಿನ ಮಿರ್ಖಾಲ್‌ನಲ್ಲಿರುವ ಸರಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡದ ದುರಸ್ತಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಬಸವಕಲ್ಯಾಣ ತಾಲೂಕಿನ ಮಿರ್ಖಾಲ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮೀರ್ಖಾಲ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಲಿಂಗಸುಗೂರು Tq ನ ಗೆಜ್ಜಲಗಟ್ಟಾ ಗ್ರಾಮದ ಅಂಗನವಾಡಿ ಶಾಲೆಗೆ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಲಿಂಗಸುಗೂರು ತಾಲೂಕಿನ ಗೆಜ್ಜೆಲಗಟ್ಟಾ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಗೆಜ್ಜೆಲ್ಲಗಟ್ಟಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
